Name of Player,Country Code,Discipline,Latitude,Longitude
AALERUD Katrine,NORWAY,Cycling Road,60.472024,8.468946
ABAD Nestor,SPAIN,Artistic Gymnastics,40.463667,-3.74922
ABAGNALE Giovanni,ITALY,Rowing,41.87194,12.56738
ABALDE Alberto,SPAIN,Basketball,40.463667,-3.74922
ABALDE Tamara,SPAIN,Basketball,40.463667,-3.74922
ABALO Luc,FRANCE,Handball,46.227638,2.213749
ABAROA Cesar,CHILE,Rowing,-35.675147,-71.542969
ABASS Abobakr,SUDAN,Swimming,12.862807,30.217636
ABBASALI Hamideh,ISLAMIC REPUBLIC OF IRAN,Karate,32.4279,53.6880
ABBASOV Islam,AZERBAIJAN,Wrestling,40.143105,47.576927
ABBINGH Lois,NETHERLANDS,Handball,52.132633,5.291266
ABBOT Emily,AUSTRALIA,Rhythmic Gymnastics,-25.274398,133.775136
ABBOTT Monica,UNITED STATES OF AMERICA,Baseball/Softball,-22.95764,18.49041
ABDALLA Abubaker Haydar,QATAR,Athletics,25.354826,51.183884
ABDALLA Maryam,EGYPT,Artistic Swimming,26.820553,30.802498
ABDALLAH Shahd,EGYPT,Artistic Swimming,26.820553,30.802498
ABDALRASOOL Mohamed,SUDAN,Judo,12.862807,30.217636
ABDEL LATIF Radwa,EGYPT,Shooting,26.820553,30.802498
ABDEL RAZEK Samy,EGYPT,Shooting,26.820553,30.802498
ABDELAZIZ Abdalla,EGYPT,Karate,26.820553,30.802498
ABDELAZIZ Farah,EGYPT,Table Tennis,26.820553,30.802498
ABDELAZIZ Feryal,EGYPT,Karate,26.820553,30.802498
ABDELMAWGOUD Mohamed,EGYPT,Judo,26.820553,30.802498
ABDELMOTTALEB Diaaeldin Kamal Gouda,EGYPT,Wrestling,26.820553,30.802498
ABDELRAHMAN Ihab,EGYPT,Athletics,26.820553,30.802498
ABDELSALAM Mohamed,EGYPT,Football,26.820553,30.802498
ABDELSALAM Nour,EGYPT,Taekwondo,26.820553,30.802498
ABDELWAHED Ahmed,ITALY,Athletics,41.87194,12.56738
ABDI Bashir,BELGIUM,Athletics,50.503887,4.469936
ABDIRAHMAN Abdi,UNITED STATES OF AMERICA,Athletics,-22.95764,18.49041
ABDUL HADI Farah Ann,MALAYSIA,Artistic Gymnastics,4.210484,101.975766
ABDUL RAHMAN Kiria Tikanah,SINGAPORE,Fencing,1.352083,103.819836
ABDUL RAZZAQ Fathimath Nabaaha,MALDIVES,Badminton,3.202778,73.22068
ABDULHAMID Saud,SAUDI ARABIA,Football,23.885942,45.079162
ABDULJABBAR Ammar Riad,GERMANY,Boxing,51.165691,10.451526
ABDULLAEV Gulomjon,UZBEKISTAN,Wrestling,41.377491,64.585262
ABDULLAEV Muminjon,UZBEKISTAN,Wrestling,41.377491,64.585262
ABDULLAH Rahmat Erwin,INDONESIA,Weightlifting,-0.789275,113.921327
ABDULLIN Ilfat,KAZAKHSTAN,Archery,48.019573,66.923684
ABDULREDHA Mohamed,BAHRAIN,Handball,25.930414,50.637772
ABDURAIMOV Elnur,UZBEKISTAN,Boxing,41.377491,64.585262
ABDURAKHIMOV Rasuljon,UZBEKISTAN,Artistic Gymnastics,41.377491,64.585262
ABDURAKHMONOV Bekzod,UZBEKISTAN,Wrestling,41.377491,64.585262
ABE Hifumi,JAPAN,Judo,36.204824,138.252924
ABE Takatoshi,JAPAN,Athletics,36.204824,138.252924
ABE Uta,JAPAN,Judo,36.204824,138.252924
ABEBE Mekides,ETHIOPIA,Athletics,9.145,40.489673
ABEDINI Mojtaba,ISLAMIC REPUBLIC OF IRAN,Fencing,-22.95764,18.49041
ABEL Jennifer,CANADA,Diving,56.130366,-106.346771
ABELA Matthew,MALTA,Badminton,35.937496,14.375416
ABELVIK ROED Magnus,NORWAY,Handball,60.472024,8.468946
ABEYSINGHE Matthew,SRI LANKA,Swimming,7.873054,80.771797
ABIAN Pablo,SPAIN,Badminton,40.463667,-3.74922
ABICHA Mohammed,MOROCCO,Beach Volleyball,31.791702,-7.09262
ABICHT Lorena,AUSTRIA,Sailing,47.516231,14.550072
ABIDINE Abidine,MAURITANIA,Athletics,21.00789,-10.940835
ABLIAZIN Denis,ROC,Artistic Gymnastics,-22.95764,18.49041
ABOUD Hadel,LIBYA,Athletics,26.3351,17.228331
ABOUELKASSEM Alaaeldin,EGYPT,Fencing,26.820553,30.802498
ABOUKE Nancy Genzel,NAURU,Weightlifting,-0.522778,166.931503
ABRAHAM Tadesse,SWITZERLAND,Athletics,46.818188,8.227512
ABRAHAMS Rusten John,SOUTH AFRICA,Hockey,-30.559482,22.937506
ABRAMS Aliyah,GUYANA,Athletics,4.860416,-58.93018
ABRAMS Jasmine,GUYANA,Athletics,4.860416,-58.93018
ABRAMYAN Benik,GEORGIA,Athletics,42.315407,43.356892
ABREU Diogo,PORTUGAL,Trampoline Gymnastics,39.399872,-8.224454
ABRINES REDONDO Alejandro,SPAIN,Basketball,40.463667,-3.74922
ABROSIMOV Kirill,ROC,Marathon Swimming,-22.95764,18.49041
ABU RABEE Asma,JORDAN,Shooting,30.585164,36.238414
ABU RMILAH Wesam,PALESTINE,Judo,-22.95764,18.49041
ABUAKU Joshua,GERMANY,Athletics,51.165691,10.451526
ABUJBARA Tala,QATAR,Rowing,25.354826,51.183884
ACERENZA Domenico,ITALY,Swimming,41.87194,12.56738
ACETI Vladimir,ITALY,Athletics,41.87194,12.56738
ACHAB Jaouad,BELGIUM,Taekwondo,50.503887,4.469936
ACHANTA Kamal,INDIA,Table Tennis,20.593684,78.96288
ACHILLEOS Georgios,CYPRUS,Shooting,35.126413,33.429859
ACHIUWA Precious,NIGERIA,Basketball,9.081999,8.675277
ACHONWA Natalie,CANADA,Basketball,56.130366,-106.346771
ACHOURI Haikel,TUNISIA,Wrestling,33.886917,9.537499
ACKERMANN Simone,SOUTH AFRICA,Triathlon,-30.559482,22.937506
ACOSTA Briseida,MEXICO,Taekwondo,23.634501,-102.552784
ACOSTA FERNANDEZ Yasmani,CHILE,Wrestling,-35.675147,-71.542969
ACOSTA GIRALDO Valentina,COLOMBIA,Archery,4.570868,-74.297333
ACOSTA Marcelo,EL SALVADOR,Swimming,13.794185,-88.89653
ACUNA Yenny,CHILE,Football,-35.675147,-71.542969
ADACHI Kazuya,JAPAN,Canoe Slalom,36.204824,138.252924
ADACHI Seiya,JAPAN,Water Polo,36.204824,138.252924
ADAM Amal,EGYPT,Archery,26.820553,30.802498
ADAM Constantin,ROMANIA,Rowing,45.943161,24.96676
ADAMEK Klaudia,POLAND,Athletics,51.919438,19.145136
ADAMKIEWICZ Patrycja,POLAND,Taekwondo,51.919438,19.145136
ADAMS Liam,AUSTRALIA,Athletics,-25.274398,133.775136
ADAMS Paul,AUSTRALIA,Shooting,-25.274398,133.775136
ADAMS Taeyanna,FEDERATED STATES OF MICRONESIA,Swimming,-22.95764,18.49041
ADAMUS Bartlomiej Stejan,POLAND,Weightlifting,51.919438,19.145136
ADAO de SA Mateus Daniel,BRAZIL,Athletics,-14.235004,-51.92528
ADAR Yasemin,TURKEY,Wrestling,38.963745,35.243322
ADEBAYO Edrice Femi,UNITED STATES OF AMERICA,Basketball,-22.95764,18.49041
ADEGOKE Enoch,NIGERIA,Athletics,9.081999,8.675277
ADEKUOROYE Odunayo Folasade,NIGERIA,Wrestling,9.081999,8.675277
ADEL Ibrahim,EGYPT,Football,26.820553,30.802498
ADENIYI Aminat Oluwafunmilayo,NIGERIA,Wrestling,9.081999,8.675277
ADESOKAN Dorcas Ajoke,NIGERIA,Badminton,9.081999,8.675277
ADILKHANOVA Alina,KAZAKHSTAN,Rhythmic Gymnastics,48.019573,66.923684
ADLERTEG Jonna,SWEDEN,Artistic Gymnastics,60.128161,18.643501
ADLINGTON Sarah,GREAT BRITAIN,Judo,-22.95764,18.49041
ADO Pauline,FRANCE,Surfing,46.227638,2.213749
ADOLF Balazs,HUNGARY,Canoe Sprint,47.162494,19.503304
ADOMAVICIUS Aurimas,LITHUANIA,Rowing,55.169438,23.881275
AEDO Yanara,CHILE,Football,-35.675147,-71.542969
AERNOUDTS Violaine,FRANCE,Rowing,46.227638,2.213749
AFANADOR Brian,PUERTO RICO,Table Tennis,18.220833,-66.590149
AFONSO Paixao,ANGOLA,Sailing,-11.202692,17.873887
AFOUMBA Gilles Anthony,CONGO,Athletics,-22.95764,18.49041
AFREMOVA Natalia,ROC,Cycling BMX Racing,-22.95764,18.49041
AFRIAT Charlotte,MONACO,Athletics,43.750298,7.412841
AGADA Caleb,NIGERIA,Basketball,9.081999,8.675277
AGAHOZO Alphonsine,RWANDA,Swimming,-1.940278,29.873888
AGARD Terrence,NETHERLANDS,Athletics,52.132633,5.291266
AGARIE Yuto,JAPAN,Handball,36.204824,138.252924
AGATSUMA Haruka,JAPAN,Baseball/Softball,36.204824,138.252924
AGBEGNENOU Clarisse,FRANCE,Judo,46.227638,2.213749
AGERO Eden,KENYA,Rugby Sevens,-0.023559,37.906193
AGGEFORS Mikael,SWEDEN,Handball,60.128161,18.643501
AGHAEIHAJIAGHA Soraya,ISLAMIC REPUBLIC OF IRAN,Badminton,-22.95764,18.49041
AGHAMIROVA Zohra,AZERBAIJAN,Rhythmic Gymnastics,40.143105,47.576927
AGHAMIRZAEIJENAGHRAD Ali,ISLAMIC REPUBLIC OF IRAN,Canoe Sprint,-22.95764,18.49041
AGHASYAN Levon,ARMENIA,Athletics,40.069099,45.038189
AGHAYEV Rafael,AZERBAIJAN,Karate,40.143105,47.576927
AGIOMOR Ekerekeme,NIGERIA,Wrestling,9.081999,8.675277
AGIURGIUCULESE Alexandra,ITALY,Rhythmic Gymnastics,41.87194,12.56738
AGRALI Yavuz,TURKEY,Athletics,38.963745,35.243322
AGRUSTI Andrea,ITALY,Athletics,41.87194,12.56738
AGUIAR Mayra,BRAZIL,Judo,-14.235004,-51.92528
AGUILAR Ali,UNITED STATES OF AMERICA,Baseball/Softball,-22.95764,18.49041
AGUILAR Andres,CHILE,Archery,-35.675147,-71.542969
AGUILAR Evelis Jazmin,COLOMBIA,Athletics,4.570868,-74.297333
AGUINAGALDE AQUIZU Julen,SPAIN,Handball,40.463667,-3.74922
AGUIRRE Eduardo,MEXICO,Football,23.634501,-102.552784
AGUIRRE Erick,MEXICO,Football,23.634501,-102.552784
AGUIRRE Unai,SPAIN,Water Polo,40.463667,-3.74922
AGUNDEZ GARCIA Gabriela,MEXICO,Diving,23.634501,-102.552784
AH TONG Marion Faustino,SAMOA,Boxing,-13.759029,-172.104629
AHMAD Muhammad Isa,BRUNEI DARUSSALAM,Swimming,-22.95764,18.49041
AHMED Aiman,SAUDI ARABIA,Football,23.885942,45.079162
AHMED ALI YUSUF Abdulla Essa,BAHRAIN,Swimming,25.930414,50.637772
AHMED Enas,EGYPT,Wrestling,26.820553,30.802498
AHMED Junayna,BANGLADESH,Swimming,23.684994,90.356331
AHMED Mohamed,BAHRAIN,Handball,25.930414,50.637772
AHMED Mohammed,CANADA,Athletics,56.130366,-106.346771
AHMED Samaa,EGYPT,Canoe Sprint,26.820553,30.802498
AHOUANWANOU Odile,BENIN,Athletics,9.30769,2.315834
AHOURE Murielle,CÔTE D'IVOIRE,Athletics,7.539989,-5.54708
AHSINGER Nicole,UNITED STATES OF AMERICA,Trampoline Gymnastics,-22.95764,18.49041
AHYE Michelle-Lee,TRINIDAD AND TOBAGO,Athletics,10.691803,-61.222503
AI Yanhan,PEOPLE'S REPUBLIC OF CHINA,Swimming,-22.95764,18.49041
AICARDI Matteo,ITALY,Water Polo,41.87194,12.56738
AICOBOAE Vlad,ROMANIA,Rowing,45.943161,24.96676
AIGNER Hannes,GERMANY,Canoe Slalom,51.165691,10.451526
AILINCAI Adriana,ROMANIA,Rowing,45.943161,24.96676
AIMABLE Steven,SENEGAL,Swimming,14.497401,-14.452362
AINAGULOV Mirambek,KAZAKHSTAN,Wrestling,48.019573,66.923684
AIOANI Marian,ROMANIA,Football,45.943161,24.96676
AISAH Windy Cantika,INDONESIA,Weightlifting,-0.789275,113.921327
AIT DAOUD Kamel,ALGERIA,Rowing,28.033886,1.659626
AIT OUAGRAM Zied,MOROCCO,Wrestling,31.791702,-7.09262
AIT SAID Samir,FRANCE,Artistic Gymnastics,46.227638,2.213749
AITCHISON Holly,GREAT BRITAIN,Rugby Sevens,-22.95764,18.49041
AIZAWA Akira,JAPAN,Athletics,36.204824,138.252924
AJAYI Yinka,NIGERIA,Athletics,9.081999,8.675277
AKAHO Himawari,JAPAN,Basketball,36.204824,138.252924
AKGUL Taha,TURKEY,Wrestling,38.963745,35.243322
AKGUN Omer,TURKEY,Shooting,38.963745,35.243322
AKHAIMOVA Liliia,ROC,Artistic Gymnastics,-22.95764,18.49041
AKHMADIEV Ildar,TAJIKISTAN,Athletics,38.861034,71.276093
AKHMETOVA Tatyana,KAZAKHSTAN,Wrestling,48.019573,66.923684
AKHTAR Muhammad Khalil,PAKISTAN,Shooting,30.375321,69.345116
AKIMENKO Mikhail,ROC,Athletics,-22.95764,18.49041
AKINRADEWO Foluke,UNITED STATES OF AMERICA,Volleyball,-22.95764,18.49041
AKINYI Elizabeth,KENYA,Boxing,-0.023559,37.906193
AKKUS Mihrac,TURKEY,Judo,38.963745,35.243322
AKMAL Nurul,INDONESIA,Weightlifting,-0.789275,113.921327
AKMATALIEV Ernazar,KYRGYZSTAN,Wrestling,41.20438,74.766098
AKMENS Roberts,LATVIA,Canoe Sprint,56.879635,24.603189
AKOZ Simge Sebnem,TURKEY,Volleyball,38.963745,35.243322
AKTAS Ugur,TURKEY,Karate,38.963745,35.243322
AL ADAWI Issa Samir Hamed,OMAN,Swimming,21.512583,55.923255
AL AHRACH Ali,MOROCCO,Equestrian,31.791702,-7.09262
AL ALAWI Mazoon,OMAN,Athletics,21.512583,55.923255
AL FAIHAN Abdulrahman,KUWAIT,Shooting,29.31166,47.481766
AL HARTHI Barakat,OMAN,Athletics,21.512583,55.923255
AL KHAFAJI Mohammed,IRAQ,Rowing,33.223191,43.679291
AL KHATRI Hamed,OMAN,Shooting,21.512583,55.923255
AL MANWARI Bashair Obaid,QATAR,Athletics,25.354826,51.183884
AL OBAIDI Aker,REFUGEE OLYMPIC TEAM,Wrestling,-22.95764,18.49041
AL RASHEDI Mansour,KUWAIT,Shooting,29.31166,47.481766
AL RUMAIHI Mohammed,QATAR,Shooting,25.354826,51.183884
AL YAARI Ahmed,YEMEN,Athletics,15.552727,48.516388
AL YASSIN Mazen Moutan,SAUDI ARABIA,Athletics,23.885942,45.079162
AL-KAABI Fatimah Abbas Waheeb,IRAQ,Shooting,33.223191,43.679291
AL-KANJARI Amur Salim Ramadhan,OMAN,Weightlifting,21.512583,55.923255
AL-OBAIDLY Abdulaziz,QATAR,Swimming,25.354826,51.183884
AL-RAIMI Yasameen,YEMEN,Shooting,15.552727,48.516388
AL-SADEQ Julyana,JORDAN,Taekwondo,30.585164,36.238414
AL-WIR Amro,JORDAN,Swimming,30.585164,36.238414
AL-YAMANI Mokhtar,YEMEN,Swimming,15.552727,48.516388
ALAKHVERDOVI Sakhil,GEORGIA,Boxing,42.315407,43.356892
ALAMIAN Nima,ISLAMIC REPUBLIC OF IRAN,Table Tennis,-22.95764,18.49041
ALARIE Elissa,CANADA,Rugby Sevens,56.130366,-106.346771
ALARZA Fernando,SPAIN,Triathlon,40.463667,-3.74922
ALBA CASTILLO Rafael Yunier,CUBA,Taekwondo,21.521757,-77.781167
ALBARRACIN Matias,ARGENTINA,Equestrian,-38.416097,-63.616672
ALBAWARDI Zaid,SAUDI ARABIA,Football,23.885942,45.079162
ALBAYRAK Vedat,TURKEY,Judo,38.963745,35.243322
ALBERS Felice,NETHERLANDS,Hockey,52.132633,5.291266
ALBERTARRIO Agustina,ARGENTINA,Hockey,-38.416097,-63.616672
ALBICY Andrew,FRANCE,Basketball,46.227638,2.213749
ALBRECHT Samuel,BRAZIL,Sailing,-14.235004,-51.92528
ALBRIKAN Feras,SAUDI ARABIA,Football,23.885942,45.079162
ALBUKHARI Amin,SAUDI ARABIA,Football,23.885942,45.079162
ALDABBAGH Yasmeen,SAUDI ARABIA,Athletics,23.885942,45.079162
ALDASS Sanda,REFUGEE OLYMPIC TEAM,Judo,-22.95764,18.49041
ALDAWSARI Khalifah,SAUDI ARABIA,Football,23.885942,45.079162
ALDAWSARI Salem,SAUDI ARABIA,Football,23.885942,45.079162
ALDERSEY Olympia,AUSTRALIA,Rowing,-25.274398,133.775136
ALEGRE BIOSCA David,SPAIN,Hockey,40.463667,-3.74922
ALEKSANDROVA Ekaterina,ROC,Tennis,-22.95764,18.49041
ALEKSANYAN Artur,ARMENIA,Wrestling,40.069099,45.038189
ALEKSIC Maja,SERBIA,Volleyball,44.016521,21.005859
ALEKSIC Milan,SERBIA,Water Polo,44.016521,21.005859
ALEKSIIVA Maryna,UKRAINE,Artistic Swimming,48.379433,31.16558
ALEKSIIVA Vladyslava,UKRAINE,Artistic Swimming,48.379433,31.16558
ALEMANNO Maria Grazia,ITALY,Weightlifting,41.87194,12.56738
ALEMU Habitam,ETHIOPIA,Athletics,9.145,40.489673
ALESSIO Simone,ITALY,Taekwondo,41.87194,12.56738
ALEXANDER Kayla,CANADA,Basketball,56.130366,-106.346771
ALEXANDRI Anna-Maria,AUSTRIA,Artistic Swimming,47.516231,14.550072
ALEXANDRI Eirini,AUSTRIA,Artistic Swimming,47.516231,14.550072
ALEXIUSSON Agnes,SWEDEN,Boxing,60.128161,18.643501
ALEXUC CIURARIU Alin,ROMANIA,Wrestling,45.943161,24.96676
ALFADHEL Abdulrahman,KUWAIT,Rowing,29.31166,47.481766
ALFARAJ Salman,SAUDI ARABIA,Football,23.885942,45.079162
ALFONSO DOMINGUEZ Loren Berto,AZERBAIJAN,Boxing,40.143105,47.576927
ALGHANNAM Khalid,SAUDI ARABIA,Football,23.885942,45.079162
ALGOTSSON OSTHOLT Sara,SWEDEN,Equestrian,60.128161,18.643501
ALHAMDDAN Abdullah,SAUDI ARABIA,Football,23.885942,45.079162
ALHASSAN Ali,SAUDI ARABIA,Football,23.885942,45.079162
ALHASSANE Ismael,NIGER,Judo,17.607789,8.081666
ALHINDAWI Odai Riyad Adel,JORDAN,Boxing,30.585164,36.238414
ALHUMAYD Mahmoud Mohammed S,SAUDI ARABIA,Weightlifting,23.885942,45.079162
ALI Ali Merza,BAHRAIN,Handball,25.930414,50.637772
ALI Hasan,BAHRAIN,Handball,25.930414,50.637772
ALI Mohamed,BAHRAIN,Handball,25.930414,50.637772
ALI Mohamed,BAHRAIN,Handball,25.930414,50.637772
ALI MOHAMED Souhra,DJIBOUTI,Athletics,11.825138,42.590275
ALI Ramla Said Ahmed,SOMALIA,Boxing,5.152149,46.199616
ALI Selin,BULGARIA,Shooting,42.733883,25.48583
ALI ZADA Masomah,REFUGEE OLYMPIC TEAM,Cycling Road,-22.95764,18.49041
ALIEV Mourad,FRANCE,Boxing,46.227638,2.213749
ALIKAJ Ahmad,REFUGEE OLYMPIC TEAM,Judo,-22.95764,18.49041
ALIMURADOVA Laman,AZERBAIJAN,Rhythmic Gymnastics,40.143105,47.576927
ALINE,BRAZIL,Football,-14.235004,-51.92528
ALIPOV Alexey,ROC,Shooting,-22.95764,18.49041
ALIREZA Husein,SAUDI ARABIA,Rowing,23.885942,45.079162
ALIYEV Haji,AZERBAIJAN,Wrestling,40.143105,47.576927
ALIZADEH Dara,BERMUDA,Rowing,32.321384,-64.75737
ALIZADEH ZENOORIN Kimia,REFUGEE OLYMPIC TEAM,Taekwondo,-22.95764,18.49041
ALKANA Antonio,SOUTH AFRICA,Athletics,-30.559482,22.937506
ALKASBEH Obada Mohammad Mustafa,JORDAN,Boxing,30.585164,36.238414
ALKHADRAWI Ali,SAUDI ARABIA,Table Tennis,23.885942,45.079162
ALKHULAIF Ayman,SAUDI ARABIA,Football,23.885942,45.079162
ALLEMAND Julie,BELGIUM,Basketball,50.503887,4.469936
ALLEN Bec,AUSTRALIA,Basketball,-25.274398,133.775136
ALLEN Bertram,IRELAND,Equestrian,53.41291,-8.24389
ALLEN Devon,UNITED STATES OF AMERICA,Athletics,-22.95764,18.49041
ALLEN Nathon,JAMAICA,Athletics,18.109581,-77.297508
ALLEN Nick,UNITED STATES OF AMERICA,Baseball/Softball,-22.95764,18.49041
ALLICOCK Keevin,GUYANA,Boxing,4.860416,-58.93018
ALLIKVEE Martin,ESTONIA,Swimming,58.595272,25.013607
ALLMAN Valarie,UNITED STATES OF AMERICA,Athletics,-22.95764,18.49041
ALMADA Thiago,ARGENTINA,Football,-38.416097,-63.616672
ALMANZA Rose Mary,CUBA,Athletics,21.521757,-77.781167
ALMAQABI Ahmed,BAHRAIN,Handball,25.930414,50.637772
ALMAS Deniz,GERMANY,Athletics,51.165691,10.451526
ALMATROOSHI Yousuf,UNITED ARAB EMIRATES,Swimming,23.424076,53.847818
ALMAYA Haimro,ISRAEL,Athletics,31.046051,34.851612
ALMEIDA Joao,PORTUGAL,Cycling Road,39.399872,-8.224454
ALMEIDA Teresa,ANGOLA,Handball,-11.202692,17.873887
ALMOSAWI Sayed Mohammed,KUWAIT,Karate,29.31166,47.481766
ALMUTAIRI Saeid,SAUDI ARABIA,Shooting,23.885942,45.079162
ALNAJI Sami,SAUDI ARABIA,Football,23.885942,45.079162
ALOMRAN Nasser,SAUDI ARABIA,Football,23.885942,45.079162
ALONSO Agostina,ARGENTINA,Hockey,-38.416097,-63.616672
ALONSO Alejandra,PARAGUAY,Rowing,-23.442503,-58.443832
ALONSO Alejandro,SPAIN,Hockey,40.463667,-3.74922
ALONSO Luana,PARAGUAY,Swimming,-23.442503,-58.443832
ALOTHMANI Ala,TUNISIA,Shooting,33.886917,9.537499
ALQAHTANI Tahani,SAUDI ARABIA,Judo,23.885942,45.079162
ALRASHIDI Abdullah,KUWAIT,Shooting,29.31166,47.481766
ALRASHIDI Talal,KUWAIT,Shooting,29.31166,47.481766
ALRUBAIE Mohammed,SAUDI ARABIA,Football,23.885942,45.079162
ALSALEEM Seraj Abdulrahim M,SAUDI ARABIA,Weightlifting,23.885942,45.079162
ALSAMAHIJI Hasan,BAHRAIN,Handball,25.930414,50.637772
ALSHAHRANI Yasser,SAUDI ARABIA,Football,23.885942,45.079162
ALSHAMMARI Mudhawi,KUWAIT,Athletics,29.31166,47.481766
ALTAYEV Altay,KAZAKHSTAN,Water Polo,48.019573,66.923684
ALTENBURG Lisa,GERMANY,Hockey,51.165691,10.451526
ALTENHUBER Louisa,AUSTRIA,Rowing,47.516231,14.550072
ALTHEMAN Maria Suelen,BRAZIL,Judo,-14.235004,-51.92528
ALTO Gaston,ARGENTINA,Table Tennis,-38.416097,-63.616672
ALTUHAYFAN Hamad,SAUDI ARABIA,Football,23.885942,45.079162
ALTUKHOV Pavlo,UKRAINE,Canoe Sprint,48.379433,31.16558
ALVARADO Luciana,COSTA RICA,Artistic Gymnastics,9.748917,-83.753428
ALVARADO Roberto,MEXICO,Football,23.634501,-102.552784
ALVAREZ Anita,UNITED STATES OF AMERICA,Artistic Swimming,-22.95764,18.49041
ALVAREZ AZNAR Eduardo,SPAIN,Equestrian,40.463667,-3.74922
ALVAREZ Dario,DOMINICAN REPUBLIC,Baseball/Softball,18.735693,-70.162651
ALVAREZ Eddy,UNITED STATES OF AMERICA,Baseball/Softball,-22.95764,18.49041
ALVAREZ Jorge,CUBA,Shooting,21.521757,-77.781167
ALVAREZ Jorge,HONDURAS,Football,15.199999,-86.241905
ALVAREZ Lazaro,CUBA,Boxing,21.521757,-77.781167
ALVAREZ Luis,MEXICO,Archery,23.634501,-102.552784
ALVAREZ PIEDRAHITA Estefania,COLOMBIA,Artistic Swimming,4.570868,-74.297333
ALVAREZ Santiago,ARGENTINA,Rugby Sevens,-38.416097,-63.616672
ALVES Dani,BRAZIL,Football,-14.235004,-51.92528
ALVES LOPES Marcia,CAPE VERDE,Rhythmic Gymnastics,16.002082,-24.013197
ALWADI Mohammad,JORDAN,Boxing,30.585164,36.238414
ALY ELKAMASH Marwan,EGYPT,Swimming,26.820553,30.802498
ALYOUHA Yaqoub,KUWAIT,Athletics,29.31166,47.481766
ALZIGKOUZI KOMINEA Maria Elli Lela,GREECE,Artistic Swimming,39.074208,21.824312
ALZINI Martina,ITALY,Cycling Track,41.87194,12.56738
AMADOR Andrey,COSTA RICA,Cycling Road,9.748917,-83.753428
AMAISTROAIE Madalina,ROMANIA,Archery,45.943161,24.96676
AMANKUL Abilkhan,KAZAKHSTAN,Boxing,48.019573,66.923684
AMARE Girmaw,ISRAEL,Athletics,31.046051,34.851612
AMARIS Cesar,VENEZUELA,Rowing,6.42375,-66.58973
AMB Kim,SWEDEN,Athletics,60.128161,18.643501
AMBAKA Willy,KENYA,Rugby Sevens,-0.023559,37.906193
AMBALA Atuhaire Ogola,UGANDA,Swimming,1.373333,32.290275
AMBROCIO GREIFO Pool Edinson,PERU,Wrestling,-9.189967,-75.015152
AMDOUNI Morhad,FRANCE,Athletics,46.227638,2.213749
AMES David,GREAT BRITAIN,Hockey,-22.95764,18.49041
AMHA Selam,ETHIOPIA,Cycling Road,9.145,40.489673
AMIALIUSIK Alena,BELARUS,Cycling Road,53.709807,27.953389
AMIHERE Laeticia,CANADA,Basketball,56.130366,-106.346771
AMINE Myles Nazem,SAN MARINO,Wrestling,43.94236,12.457777
AMIRI Nadiem,GERMANY,Football,51.165691,10.451526
AMIT,INDIA,Boxing,20.593684,78.96288
AMOAH Christian,GHANA,Weightlifting,7.946527,-1.023194
AMOAH Joseph Paul,GHANA,Athletics,7.946527,-1.023194
AMOE-TARRANT Charisma,AUSTRALIA,Weightlifting,-25.274398,133.775136
AMONDE Andrew,KENYA,Rugby Sevens,-0.023559,37.906193
AMORES CARUA Jhonatan Javier,ECUADOR,Athletics,-1.831239,-78.183406
AMORIM TALESKA Eduarda,BRAZIL,Handball,-14.235004,-51.92528
AMOROS Emile,FRANCE,Sailing,46.227638,2.213749
AMOS Nijel,BOTSWANA,Athletics,-22.328474,24.684866
AMRI Marwa,TUNISIA,Wrestling,33.886917,9.537499
AMUKAMARA Promise,NIGERIA,Basketball,9.081999,8.675277
AMUSAN Tobi,NIGERIA,Athletics,9.081999,8.675277
AN Baul,REPUBLIC OF KOREA,Judo,-22.95764,18.49041
AN Changrim,REPUBLIC OF KOREA,Judo,-22.95764,18.49041
AN Heji,REPUBLIC OF KOREA,Basketball,-22.95764,18.49041
AN Hyejin,REPUBLIC OF KOREA,Volleyball,-22.95764,18.49041
AN San,REPUBLIC OF KOREA,Archery,-22.95764,18.49041
AN Sehyeon,REPUBLIC OF KOREA,Swimming,-22.95764,18.49041
AN Seulki,REPUBLIC OF KOREA,Athletics,-22.95764,18.49041
AN Seyoung,REPUBLIC OF KOREA,Badminton,-22.95764,18.49041
ANA Andreea Beatrice,ROMANIA,Wrestling,45.943161,24.96676
ANACAN Andrea,NEW ZEALAND,Karate,-40.900557,174.885971
ANAGNOSTOPOULOU Chrysoula,GREECE,Athletics,39.074208,21.824312
ANAGOZ Yasemin,TURKEY,Archery,38.963745,35.243322
ANANI Kwadjo,GHANA,Judo,7.946527,-1.023194
ANASTASAKIS Michail,GREECE,Athletics,39.074208,21.824312
ANASTASSIOU Lucie,FRANCE,Shooting,46.227638,2.213749
ANCER Abraham,MEXICO,Golf,23.634501,-102.552784
ANDERSEN Brooke,UNITED STATES OF AMERICA,Athletics,-22.95764,18.49041
ANDERSON Andy,CANADA,Skateboarding,56.130366,-106.346771
ANDERSON Britany,JAMAICA,Athletics,18.109581,-77.297508
ANDERSON Doneisha,BAHAMAS,Athletics,25.03428,-77.39628
ANDERSON Haley,UNITED STATES OF AMERICA,Marathon Swimming,-22.95764,18.49041
ANDERSON Lachlan,AUSTRALIA,Rugby Sevens,-25.274398,133.775136
